locus_tag	ftype	length_bp	gene	EC_number	COG	product
JJDPLKEN_12912	CDS	1449	pepD_6	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
JJDPLKEN_12913	CDS	750				hypothetical protein
JJDPLKEN_12914	CDS	819				hypothetical protein
JJDPLKEN_12915	CDS	1359	rsmF_4	2.1.1.-	COG0144	Ribosomal RNA small subunit methyltransferase F
JJDPLKEN_12916	CDS	717	rsuA_2	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
JJDPLKEN_12917	CDS	678		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
JJDPLKEN_12918	CDS	1899				hypothetical protein
JJDPLKEN_12919	CDS	759				hypothetical protein
JJDPLKEN_12920	CDS	615				hypothetical protein
JJDPLKEN_12921	CDS	972	rluC_2	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
JJDPLKEN_12922	CDS	540	sipP_1	3.4.21.89		Signal peptidase I P
JJDPLKEN_12923	CDS	537	recU_1	3.1.22.4		Holliday junction resolvase RecU
JJDPLKEN_12924	CDS	1674	rnjA_2	3.1.-.-	COG0595	Ribonuclease J1
JJDPLKEN_12925	CDS	597				hypothetical protein
JJDPLKEN_12926	CDS	771	minD_2		COG2894	Septum site-determining protein MinD
JJDPLKEN_12927	CDS	672	graR_3		COG0745	Response regulator protein GraR
JJDPLKEN_12928	CDS	1083	graS_4	2.7.13.3		Sensor histidine kinase GraS
JJDPLKEN_12929	CDS	756	bceA_6		COG1136	Bacitracin export ATP-binding protein BceA
JJDPLKEN_12930	CDS	1905	yxdM_1			ABC transporter permease protein YxdM
JJDPLKEN_12931	CDS	1236				hypothetical protein
JJDPLKEN_12932	CDS	468	hndA_2	1.12.1.3	COG1905	NADP-reducing hydrogenase subunit HndA
JJDPLKEN_12933	CDS	1143	adhE_3		COG1012	Aldehyde-alcohol dehydrogenase
JJDPLKEN_12934	CDS	351	pduU_1		COG4810	Propanediol utilization protein PduU
JJDPLKEN_12935	CDS	444	pduV_1		COG4917	Propanediol utilization protein PduV
JJDPLKEN_12936	CDS	1431				hypothetical protein
JJDPLKEN_12937	CDS	1368	eutB_1	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
JJDPLKEN_12938	CDS	906	eutC_1	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
JJDPLKEN_12939	CDS	657	eutL_1		COG4816	Ethanolamine utilization protein EutL
JJDPLKEN_12940	CDS	1479	adhE_4		COG1012	Aldehyde-alcohol dehydrogenase
JJDPLKEN_12941	CDS	318	pduA_1		COG4577	Propanediol utilization protein PduA
JJDPLKEN_12942	CDS	597				hypothetical protein
JJDPLKEN_12943	CDS	624	pduL_2	2.3.1.222	COG4869	Phosphate propanoyltransferase
JJDPLKEN_12944	CDS	681				hypothetical protein
JJDPLKEN_12945	CDS	276	ccmL_1			Carbon dioxide concentrating mechanism protein CcmL
JJDPLKEN_12946	CDS	1092				hypothetical protein
JJDPLKEN_12947	CDS	459	eutQ_1		COG4766	Ethanolamine utilization protein EutQ
JJDPLKEN_12948	CDS	921				hypothetical protein
JJDPLKEN_12949	CDS	189				hypothetical protein
JJDPLKEN_12950	CDS	558				hypothetical protein
JJDPLKEN_12951	CDS	453				hypothetical protein
JJDPLKEN_12952	CDS	159				hypothetical protein
JJDPLKEN_12953	CDS	174				hypothetical protein
JJDPLKEN_12954	CDS	261				hypothetical protein
JJDPLKEN_12955	CDS	915	rhaS_21			HTH-type transcriptional activator RhaS
JJDPLKEN_12956	CDS	912	bssD_5	1.97.1.-		Benzylsuccinate synthase activating enzyme
JJDPLKEN_12957	CDS	2373	pflD_2	4.2.1.172	COG1882	Trans-4-hydroxy-L-proline dehydratase
JJDPLKEN_12958	CDS	288				hypothetical protein
JJDPLKEN_12959	CDS	1350	yeeO_4		COG0534	putative FMN/FAD exporter YeeO
JJDPLKEN_12960	CDS	1188	lysN_2	2.6.1.39	COG1167	2-aminoadipate transaminase
JJDPLKEN_12961	CDS	1512	hisC_9	2.6.1.9		Histidinol-phosphate aminotransferase
JJDPLKEN_12962	CDS	990	nylB	3.5.1.46		6-aminohexanoate-dimer hydrolase
JJDPLKEN_12963	CDS	828				hypothetical protein
JJDPLKEN_12964	CDS	2256	uvrA_10			UvrABC system protein A
JJDPLKEN_12965	CDS	123				hypothetical protein
JJDPLKEN_12966	CDS	432	yknY_11	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
JJDPLKEN_12967	CDS	165				hypothetical protein
JJDPLKEN_12968	CDS	642	vat_2	2.3.1.-		Virginiamycin A acetyltransferase
JJDPLKEN_12969	CDS	171				hypothetical protein
JJDPLKEN_12970	CDS	270				hypothetical protein
JJDPLKEN_12971	CDS	744	racA_1			Chromosome-anchoring protein RacA
JJDPLKEN_12972	CDS	735		3.6.3.-	COG1131	Fluoroquinolones export ATP-binding protein
JJDPLKEN_12973	CDS	744				hypothetical protein
JJDPLKEN_12974	CDS	540	ogt_6	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
JJDPLKEN_12975	CDS	231				hypothetical protein
JJDPLKEN_12976	CDS	285				hypothetical protein
JJDPLKEN_12977	CDS	264				hypothetical protein
JJDPLKEN_12978	CDS	102				hypothetical protein
JJDPLKEN_12979	CDS	411				hypothetical protein
JJDPLKEN_12980	CDS	357	yybR_9		COG1733	putative HTH-type transcriptional regulator YybR
JJDPLKEN_12981	CDS	423				hypothetical protein
JJDPLKEN_12982	CDS	108				hypothetical protein
JJDPLKEN_12983	CDS	2001	rsxC_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit C
JJDPLKEN_12984	CDS	639				hypothetical protein
JJDPLKEN_12985	CDS	879	yitJ_1		COG0646	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase
JJDPLKEN_12986	CDS	159				hypothetical protein
JJDPLKEN_12987	CDS	174				hypothetical protein
JJDPLKEN_12988	CDS	1860				hypothetical protein
JJDPLKEN_12989	CDS	672				hypothetical protein
JJDPLKEN_12990	CDS	1239	rng_3	3.1.26.-	COG1530	Ribonuclease G
JJDPLKEN_12991	CDS	492	mutX_2	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
JJDPLKEN_12992	CDS	1008				hypothetical protein
JJDPLKEN_12993	CDS	306	rplU_5		COG0261	50S ribosomal protein L21
JJDPLKEN_12994	CDS	333				hypothetical protein
JJDPLKEN_12995	CDS	288	rpmA_5			50S ribosomal protein L27
JJDPLKEN_12996	CDS	1293	obg_4	3.6.5.-	COG0536	GTPase Obg
JJDPLKEN_12997	CDS	291	yhbY_3		COG1534	RNA-binding protein YhbY
JJDPLKEN_12998	CDS	639	nadD_5	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
JJDPLKEN_12999	CDS	603				hypothetical protein
JJDPLKEN_13000	CDS	354	rsfS_5		COG0799	Ribosomal silencing factor RsfS
JJDPLKEN_13001	CDS	627	lexA_5	3.4.21.88	COG1974	LexA repressor
JJDPLKEN_13002	CDS	342	yneA_2			Cell division suppressor protein YneA
JJDPLKEN_13003	CDS	222				hypothetical protein
JJDPLKEN_13004	CDS	1083	rbsR_2		COG1609	Ribose operon repressor
JJDPLKEN_13005	CDS	774	glcR_2		COG1349	HTH-type transcriptional repressor GlcR
JJDPLKEN_13006	CDS	726				hypothetical protein
JJDPLKEN_13007	CDS	1344	egsA_1	1.1.1.261	COG0371	Glycerol-1-phosphate dehydrogenase [NAD(P)+]
JJDPLKEN_13008	CDS	894	lacX_2			Protein LacX, plasmid
JJDPLKEN_13009	CDS	675	walR_4		COG0745	Transcriptional regulatory protein WalR
JJDPLKEN_13010	CDS	1218	sasA_29	2.7.-.-		Adaptive-response sensory-kinase SasA
JJDPLKEN_13011	CDS	879	btuD_37	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JJDPLKEN_13012	CDS	1254				hypothetical protein
JJDPLKEN_13013	CDS	621				hypothetical protein
JJDPLKEN_13014	CDS	747				hypothetical protein
JJDPLKEN_13015	CDS	492				hypothetical protein
JJDPLKEN_13016	CDS	696	phoP_8		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
JJDPLKEN_13017	CDS	1155	sasA_30	2.7.-.-		Adaptive-response sensory-kinase SasA
JJDPLKEN_13018	CDS	894				hypothetical protein
JJDPLKEN_13019	CDS	204				hypothetical protein
JJDPLKEN_13020	CDS	1524	expZ_4		COG0488	Nucleotide-binding protein ExpZ
JJDPLKEN_13021	CDS	981				hypothetical protein
JJDPLKEN_13022	CDS	1314	mepA_19			Multidrug export protein MepA
JJDPLKEN_13023	CDS	2448	uvrA_11		COG0178	UvrABC system protein A
JJDPLKEN_13024	CDS	915	cmpR_1			HTH-type transcriptional activator CmpR
JJDPLKEN_13025	CDS	570				hypothetical protein
JJDPLKEN_13026	CDS	561				hypothetical protein
JJDPLKEN_13027	CDS	1443	thi4_2	2.4.2.59		Thiamine thiazole synthase
JJDPLKEN_13028	CDS	666	graR_4		COG0745	Response regulator protein GraR
JJDPLKEN_13029	CDS	1050	sasA_31	2.7.-.-		Adaptive-response sensory-kinase SasA
JJDPLKEN_13030	CDS	768	bceA_7		COG1136	Bacitracin export ATP-binding protein BceA
JJDPLKEN_13031	CDS	2037	bceB_3		COG0577	Bacitracin export permease protein BceB
JJDPLKEN_13032	CDS	1209				hypothetical protein
JJDPLKEN_13033	CDS	1167				hypothetical protein
JJDPLKEN_13034	CDS	1299		3.1.4.-	COG2206	3'3'-cGAMP-specific phosphodiesterase 1
JJDPLKEN_13035	CDS	156				hypothetical protein
JJDPLKEN_13036	CDS	1194				hypothetical protein
JJDPLKEN_13037	CDS	864	rhaS_22			HTH-type transcriptional activator RhaS
JJDPLKEN_13038	CDS	930				hypothetical protein
JJDPLKEN_13039	CDS	423				hypothetical protein
JJDPLKEN_13040	CDS	456	helD_1	3.6.4.12	COG3973	DNA helicase IV
JJDPLKEN_13041	CDS	1068	xerS_1		COG0582	Tyrosine recombinase XerS
JJDPLKEN_13042	CDS	564				hypothetical protein
JJDPLKEN_13043	CDS	444				hypothetical protein
JJDPLKEN_13044	CDS	747	menH_6	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
JJDPLKEN_13045	CDS	900	hcaR_2			Hca operon transcriptional activator HcaR
JJDPLKEN_13046	CDS	687	regX3_10		COG0745	Sensory transduction protein regX3
JJDPLKEN_13047	CDS	990	sasA_32	2.7.-.-		Adaptive-response sensory-kinase SasA
JJDPLKEN_13048	CDS	177				hypothetical protein
JJDPLKEN_13049	CDS	621				hypothetical protein
JJDPLKEN_13050	CDS	4347	cshB_2	3.6.4.13		DEAD-box ATP-dependent RNA helicase CshB
JJDPLKEN_13051	CDS	816				hypothetical protein
JJDPLKEN_13052	CDS	1353	mepA_20		COG0534	Multidrug export protein MepA
JJDPLKEN_13053	CDS	2469				hypothetical protein
JJDPLKEN_13054	CDS	675			COG1136	putative ABC transporter ATP-binding protein
JJDPLKEN_13055	CDS	1131	sasA_33	2.7.-.-		Adaptive-response sensory-kinase SasA
JJDPLKEN_13056	CDS	678	cseB_1		COG0745	Transcriptional regulatory protein CseB
JJDPLKEN_13057	CDS	573				IS3 family transposase ISEfa10
JJDPLKEN_13058	CDS	489				hypothetical protein
JJDPLKEN_13059	CDS	2523				hypothetical protein
JJDPLKEN_13060	CDS	450	dtd_5	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
JJDPLKEN_13061	CDS	1299				hypothetical protein
JJDPLKEN_13062	CDS	729	ttcA_3	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
JJDPLKEN_13063	CDS	579				IS3 family transposase ISEfa10
JJDPLKEN_13064	CDS	819				IS3 family transposase ISEfa10
JJDPLKEN_13065	CDS	642	cmk_8	2.7.4.25		Cytidylate kinase
JJDPLKEN_13066	CDS	915	rluD_7	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
JJDPLKEN_13067	CDS	522	lspA_5	3.4.23.36		Lipoprotein signal peptidase
JJDPLKEN_13068	CDS	1092	aroB_5	4.2.3.4	COG0337	3-dehydroquinate synthase
JJDPLKEN_13069	CDS	753				hypothetical protein
JJDPLKEN_13070	CDS	597	sepF_3			Cell division protein SepF
JJDPLKEN_13071	CDS	696			COG0325	Pyridoxal phosphate homeostasis protein
JJDPLKEN_13072	CDS	1518				hypothetical protein
JJDPLKEN_13073	CDS	213				hypothetical protein
JJDPLKEN_13074	CDS	426				hypothetical protein
JJDPLKEN_13075	CDS	1050				hypothetical protein
JJDPLKEN_13076	CDS	396	mgsA_4	4.2.3.3	COG1803	Methylglyoxal synthase
JJDPLKEN_13077	CDS	1131	mrdB_6	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
JJDPLKEN_13078	CDS	255	minE_1			Cell division topological specificity factor
JJDPLKEN_13079	CDS	789	minD_3		COG2894	Septum site-determining protein MinD
JJDPLKEN_13080	CDS	2895	mrdA_5	3.4.16.4		Peptidoglycan D,D-transpeptidase MrdA
JJDPLKEN_13081	CDS	534				hypothetical protein
JJDPLKEN_13082	CDS	858	mreC_2		COG1792	Cell shape-determining protein MreC
JJDPLKEN_13083	CDS	993	mreB_4		COG1077	Cell shape-determining protein MreB
JJDPLKEN_13084	CDS	699				hypothetical protein
JJDPLKEN_13085	CDS	1593				hypothetical protein
JJDPLKEN_13086	CDS	1200	baiN_4	1.3.1.114	COG2081	3-dehydro-bile acid delta(4,6)-reductase
JJDPLKEN_13087	CDS	1299				hypothetical protein
JJDPLKEN_13088	CDS	954	miaA_6	2.5.1.75	COG0324	tRNA dimethylallyltransferase
JJDPLKEN_13089	CDS	2274	mutL_4			DNA mismatch repair protein MutL
JJDPLKEN_13090	CDS	2676	mutS_8		COG0249	DNA mismatch repair protein MutS
JJDPLKEN_13091	CDS	1530	miaB_5	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
JJDPLKEN_13092	CDS	222				hypothetical protein
JJDPLKEN_13093	CDS	843	proB_5	2.7.2.11		Glutamate 5-kinase
JJDPLKEN_13094	CDS	492				hypothetical protein
JJDPLKEN_13095	CDS	1248				hypothetical protein
JJDPLKEN_13096	CDS	495	ybeY_5	3.1.-.-		Endoribonuclease YbeY
JJDPLKEN_13097	CDS	219				hypothetical protein
JJDPLKEN_13098	CDS	1008			COG1702	PhoH-like protein
JJDPLKEN_13099	CDS	171				hypothetical protein
JJDPLKEN_13100	CDS	426	polC_4	2.7.7.7		DNA polymerase III PolC-type
JJDPLKEN_13101	CDS	249				hypothetical protein
JJDPLKEN_13102	CDS	477	menG_2	2.1.1.163		Demethylmenaquinone methyltransferase
JJDPLKEN_13103	CDS	912				hypothetical protein
JJDPLKEN_13104	CDS	825	gloB_3	3.1.2.6		Hydroxyacylglutathione hydrolase
JJDPLKEN_13105	CDS	312				hypothetical protein
JJDPLKEN_13106	CDS	162				hypothetical protein
JJDPLKEN_13107	CDS	651			COG1136	putative ABC transporter ATP-binding protein
JJDPLKEN_13108	CDS	798				hypothetical protein
JJDPLKEN_13109	CDS	426				hypothetical protein
JJDPLKEN_13110	CDS	1230				hypothetical protein
JJDPLKEN_13111	CDS	1335	rcsC_46	2.7.13.3		Sensor histidine kinase RcsC
JJDPLKEN_13112	CDS	312				hypothetical protein
JJDPLKEN_13113	CDS	2505				hypothetical protein
JJDPLKEN_13114	CDS	1743				hypothetical protein
JJDPLKEN_13115	CDS	249				hypothetical protein
JJDPLKEN_13116	CDS	1386	cpdA_7	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
JJDPLKEN_13117	CDS	384				hypothetical protein
JJDPLKEN_13118	CDS	1509				hypothetical protein
JJDPLKEN_13119	CDS	1749	xerC_70			Tyrosine recombinase XerC
JJDPLKEN_13120	CDS	1149	xerC_71			Tyrosine recombinase XerC
JJDPLKEN_13121	CDS	1968	yoaA_2	3.6.4.12	COG1199	putative ATP-dependent DNA helicase YoaA
JJDPLKEN_13122	CDS	435				hypothetical protein
JJDPLKEN_13123	CDS	561	kdpE_2		COG0745	KDP operon transcriptional regulatory protein KdpE
JJDPLKEN_13124	CDS	1323				hypothetical protein
JJDPLKEN_13125	CDS	717	sphR_3		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein SphR
JJDPLKEN_13126	CDS	816	psd_3	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
JJDPLKEN_13127	CDS	639				hypothetical protein
JJDPLKEN_13128	CDS	513				hypothetical protein
JJDPLKEN_13129	CDS	1077				hypothetical protein
JJDPLKEN_13130	CDS	1590	patA_1	2.3.1.-	COG1696	Peptidoglycan O-acetyltransferase
JJDPLKEN_13131	CDS	228				hypothetical protein
JJDPLKEN_13132	CDS	1218	btrK	4.1.1.95		L-glutamyl-[BtrI acyl-carrier protein] decarboxylase
JJDPLKEN_13133	CDS	1506	srfAA_1		COG0318	Surfactin synthase subunit 1
JJDPLKEN_13134	CDS	411				hypothetical protein
JJDPLKEN_13135	CDS	255				hypothetical protein
JJDPLKEN_13136	CDS	339				hypothetical protein
JJDPLKEN_13137	CDS	525				hypothetical protein
JJDPLKEN_13138	CDS	246				hypothetical protein
JJDPLKEN_13139	CDS	309				hypothetical protein
JJDPLKEN_13140	CDS	660				hypothetical protein
JJDPLKEN_13141	CDS	1776				hypothetical protein
JJDPLKEN_13142	CDS	327				hypothetical protein
JJDPLKEN_13143	CDS	1182				hypothetical protein
JJDPLKEN_13144	CDS	369				hypothetical protein
JJDPLKEN_13145	CDS	2334				hypothetical protein
JJDPLKEN_13146	CDS	447				hypothetical protein
JJDPLKEN_13147	CDS	420				hypothetical protein
JJDPLKEN_13148	CDS	840				hypothetical protein
JJDPLKEN_13149	CDS	279				hypothetical protein
JJDPLKEN_13150	CDS	1038				hypothetical protein
JJDPLKEN_13151	CDS	165				hypothetical protein
JJDPLKEN_13152	CDS	1122				hypothetical protein
JJDPLKEN_13153	CDS	720				hypothetical protein
JJDPLKEN_13154	CDS	687				hypothetical protein
JJDPLKEN_13155	CDS	258				hypothetical protein
JJDPLKEN_13156	CDS	1242				hypothetical protein
JJDPLKEN_13157	CDS	1572				hypothetical protein
JJDPLKEN_13158	CDS	309				hypothetical protein
JJDPLKEN_13159	CDS	951				hypothetical protein
JJDPLKEN_13160	CDS	795				hypothetical protein
JJDPLKEN_13161	CDS	1308				hypothetical protein
JJDPLKEN_13162	CDS	309				hypothetical protein
JJDPLKEN_13163	CDS	369				hypothetical protein
JJDPLKEN_13164	CDS	327				hypothetical protein
JJDPLKEN_13165	CDS	930				hypothetical protein
JJDPLKEN_13166	CDS	816				hypothetical protein
JJDPLKEN_13167	CDS	1158				hypothetical protein
JJDPLKEN_13168	CDS	969				hypothetical protein
JJDPLKEN_13169	CDS	1161	metK_5	2.5.1.6		S-adenosylmethionine synthase
JJDPLKEN_13170	CDS	108				hypothetical protein
JJDPLKEN_13171	CDS	771				hypothetical protein
JJDPLKEN_13172	CDS	4362				hypothetical protein
JJDPLKEN_13173	CDS	504				hypothetical protein
JJDPLKEN_13174	CDS	315				hypothetical protein
JJDPLKEN_13175	CDS	618				hypothetical protein
JJDPLKEN_13176	CDS	1092				IS1595 family transposase ISCco3
JJDPLKEN_13177	CDS	405				hypothetical protein
JJDPLKEN_13178	CDS	264				hypothetical protein
JJDPLKEN_13179	CDS	813				hypothetical protein
JJDPLKEN_13180	CDS	402				hypothetical protein
JJDPLKEN_13181	CDS	237				hypothetical protein
JJDPLKEN_13182	CDS	300				hypothetical protein
JJDPLKEN_13183	CDS	249				hypothetical protein
JJDPLKEN_13184	CDS	678				hypothetical protein
JJDPLKEN_13185	CDS	540	yknY_12	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
JJDPLKEN_13186	CDS	921	sasA_34	2.7.-.-		Adaptive-response sensory-kinase SasA
JJDPLKEN_13187	CDS	693	walR_5		COG0745	Transcriptional regulatory protein WalR
JJDPLKEN_13188	CDS	894				hypothetical protein
JJDPLKEN_13189	CDS	357	iap	3.4.-.-	COG0791	putative endopeptidase p60
JJDPLKEN_13190	CDS	651				hypothetical protein
JJDPLKEN_13191	CDS	711				hypothetical protein
JJDPLKEN_13192	CDS	2457		3.2.1.23	COG3250	Beta-galactosidase BoGH2A
JJDPLKEN_13193	CDS	1377	xylP_3			Isoprimeverose transporter
JJDPLKEN_13194	CDS	1077	rhaR_19			HTH-type transcriptional activator RhaR
JJDPLKEN_13195	CDS	762				hypothetical protein
JJDPLKEN_13196	CDS	324				hypothetical protein
JJDPLKEN_13197	CDS	468				hypothetical protein
JJDPLKEN_13198	CDS	1242				hypothetical protein
JJDPLKEN_13199	CDS	1260				hypothetical protein
JJDPLKEN_13200	CDS	258				hypothetical protein
JJDPLKEN_13201	CDS	465				hypothetical protein
JJDPLKEN_13202	CDS	123				hypothetical protein
JJDPLKEN_13203	CDS	1545	amiD	3.5.1.4	COG0154	Putative amidase AmiD
JJDPLKEN_13204	CDS	480				hypothetical protein
JJDPLKEN_13205	CDS	906	yofA_2		COG0583	HTH-type transcriptional regulator YofA
JJDPLKEN_13206	CDS	3363				hypothetical protein
JJDPLKEN_13207	CDS	1854	nagK_1	2.7.1.59		N-acetyl-D-glucosamine kinase
JJDPLKEN_13208	CDS	1725	pgcA_4	5.4.2.2		Phosphoglucomutase
JJDPLKEN_13209	CDS	606				hypothetical protein
JJDPLKEN_13210	CDS	651				hypothetical protein
JJDPLKEN_13211	CDS	1170		2.4.1.281	COG2152	4-O-beta-D-mannosyl-D-glucose phosphorylase
JJDPLKEN_13212	CDS	1215	ce-ne1_2	5.1.3.11	COG2942	Cellobiose 2-epimerase
JJDPLKEN_13213	CDS	1023		2.4.1.319	COG2152	Beta-1,4-mannooligosaccharide phosphorylase
JJDPLKEN_13214	CDS	852	araQ_19		COG0395	L-arabinose transport system permease protein AraQ
JJDPLKEN_13215	CDS	1002				hypothetical protein
JJDPLKEN_13216	CDS	1368				hypothetical protein
JJDPLKEN_13217	CDS	1011	cytR_7		COG1609	HTH-type transcriptional repressor CytR
JJDPLKEN_13218	CDS	2190	agaSK_1			Bifunctional alpha-galactosidase/sucrose kinase AgaSK
JJDPLKEN_13219	CDS	405				hypothetical protein
JJDPLKEN_13220	CDS	1233				hypothetical protein
JJDPLKEN_13221	CDS	276				hypothetical protein
JJDPLKEN_13222	CDS	537				hypothetical protein
JJDPLKEN_13223	CDS	2712				hypothetical protein
JJDPLKEN_13224	CDS	2109	ydfJ		COG2409	Membrane protein YdfJ
JJDPLKEN_13225	CDS	621				hypothetical protein
JJDPLKEN_13226	CDS	780				hypothetical protein
JJDPLKEN_13227	CDS	705	polC_5	2.7.7.7		DNA polymerase III PolC-type
JJDPLKEN_13228	CDS	471				hypothetical protein
JJDPLKEN_13229	CDS	597				hypothetical protein
JJDPLKEN_13230	CDS	990				hypothetical protein
JJDPLKEN_13231	CDS	903				hypothetical protein
JJDPLKEN_13232	CDS	723				hypothetical protein
JJDPLKEN_13233	CDS	213				hypothetical protein
JJDPLKEN_13234	CDS	390	blaI_5		COG3682	Penicillinase repressor
JJDPLKEN_13235	CDS	108				hypothetical protein
JJDPLKEN_13236	CDS	177				hypothetical protein
JJDPLKEN_13237	CDS	534				hypothetical protein
JJDPLKEN_13238	CDS	333				hypothetical protein
JJDPLKEN_13239	CDS	921	dapA_6	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
JJDPLKEN_13240	CDS	267				hypothetical protein
JJDPLKEN_13241	CDS	924	nadE_6	6.3.5.1		Glutamine-dependent NAD(+) synthetase
JJDPLKEN_13242	CDS	159				hypothetical protein
JJDPLKEN_13243	CDS	558				hypothetical protein
JJDPLKEN_13244	CDS	480	rlmH_5	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
JJDPLKEN_13245	CDS	696				hypothetical protein
JJDPLKEN_13246	CDS	1395	gltD_4	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
JJDPLKEN_13247	CDS	888			COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit 
JJDPLKEN_13248	CDS	1128				hypothetical protein
JJDPLKEN_13249	CDS	2535	ftsK_1			DNA translocase FtsK
JJDPLKEN_13250	CDS	876	uppP_7	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
JJDPLKEN_13251	CDS	705	tepA_1		COG0740	Translocation-enhancing protein TepA
JJDPLKEN_13252	CDS	729	pmpR_2		COG0217	Transcriptional regulatory protein PmpR
JJDPLKEN_13253	CDS	1380				hypothetical protein
JJDPLKEN_13254	CDS	621				hypothetical protein
JJDPLKEN_13255	CDS	558	ltrA_5		COG3344	Group II intron-encoded protein LtrA
JJDPLKEN_13256	CDS	240				hypothetical protein
JJDPLKEN_13257	CDS	351	ndoA_3	3.1.27.-	COG2337	Endoribonuclease EndoA
JJDPLKEN_13258	CDS	1140	alr1_3	5.1.1.1	COG0787	Alanine racemase 1
JJDPLKEN_13259	CDS	1503	nnr_4		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
JJDPLKEN_13260	CDS	645	rex1_1		COG2344	Redox-sensing transcriptional repressor Rex 1
JJDPLKEN_13261	CDS	1908	ettA_6		COG0488	Energy-dependent translational throttle protein EttA
JJDPLKEN_13262	CDS	798				hypothetical protein
JJDPLKEN_13263	CDS	900		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
JJDPLKEN_13264	CDS	651				hypothetical protein
JJDPLKEN_13265	CDS	1212	icd_5	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
JJDPLKEN_13266	CDS	702	rspR_1		COG1802	HTH-type transcriptional repressor RspR
JJDPLKEN_13267	CDS	1389		2.3.3.3	COG0119	Citrate (Re)-synthase
JJDPLKEN_13268	CDS	843	aprX_1	3.4.21.-	COG1404	Serine protease AprX
JJDPLKEN_13269	CDS	1695				hypothetical protein
JJDPLKEN_13270	CDS	255				hypothetical protein
JJDPLKEN_13271	CDS	159				hypothetical protein
JJDPLKEN_13272	CDS	333				hypothetical protein
JJDPLKEN_13273	CDS	957				hypothetical protein
JJDPLKEN_13274	CDS	1281	cinA_5		COG1058	Putative competence-damage inducible protein
JJDPLKEN_13275	CDS	543	pgsA_5	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
JJDPLKEN_13276	CDS	1341	rimO_4	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
JJDPLKEN_13277	CDS	261	rpoZ_2	2.7.7.6		DNA-directed RNA polymerase subunit omega
JJDPLKEN_13278	CDS	633	gmk_5	2.7.4.8	COG0194	Guanylate kinase
JJDPLKEN_13279	CDS	273	remA_2		COG2052	Extracellular matrix regulatory protein A
JJDPLKEN_13280	CDS	879				hypothetical protein
JJDPLKEN_13281	CDS	1749	rqcH_2		COG1293	Rqc2 RqcH
JJDPLKEN_13282	CDS	1629	nfdA_1	3.5.1.91		N-substituted formamide deformylase
JJDPLKEN_13283	CDS	444				hypothetical protein
JJDPLKEN_13284	CDS	2067	cheA_2	2.7.13.3	COG0643	Chemotaxis protein CheA
JJDPLKEN_13285	CDS	942	pleD_2			Response regulator PleD
JJDPLKEN_13286	CDS	477	cheD_2	3.5.1.44	COG1871	Chemoreceptor glutamine deamidase CheD
JJDPLKEN_13287	CDS	624				hypothetical protein
JJDPLKEN_13288	CDS	1677				hypothetical protein
JJDPLKEN_13289	CDS	372	cheY_2		COG0784	Chemotaxis protein CheY
JJDPLKEN_13290	CDS	822	cheR2_2	2.1.1.80		Chemotaxis protein methyltransferase Cher2
JJDPLKEN_13291	CDS	327				hypothetical protein
JJDPLKEN_13292	CDS	396				hypothetical protein
