locus_tag	ftype	length_bp	gene	EC_number	COG	product
KAAOPJAA_10560	CDS	882				hypothetical protein
KAAOPJAA_10561	CDS	1923				hypothetical protein
KAAOPJAA_10562	CDS	612				hypothetical protein
KAAOPJAA_10563	CDS	993				hypothetical protein
KAAOPJAA_10564	CDS	1650				hypothetical protein
KAAOPJAA_10565	CDS	2766				TonB-dependent receptor P39
KAAOPJAA_10566	CDS	1797				hypothetical protein
KAAOPJAA_10567	CDS	3126				TonB-dependent receptor P3
KAAOPJAA_10568	CDS	3108	lacZ_9	3.2.1.23		Beta-galactosidase
KAAOPJAA_10569	CDS	1176	mdtE_1			Multidrug resistance protein MdtE
KAAOPJAA_10570	CDS	3432	mdtC_8			Multidrug resistance protein MdtC
KAAOPJAA_10571	CDS	1404	oprM_3		COG1538	Outer membrane protein OprM
KAAOPJAA_10572	CDS	771	lpxA_3	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
KAAOPJAA_10573	CDS	642				hypothetical protein
KAAOPJAA_10574	CDS	1011	degA_5		COG1609	HTH-type transcriptional regulator DegA
KAAOPJAA_10575	CDS	2637		3.2.1.40		Alpha-L-rhamnosidase
KAAOPJAA_10576	CDS	2403	lacZ_10	3.2.1.23		Beta-galactosidase
KAAOPJAA_10577	CDS	969	glcK_2	2.7.1.2	COG1940	Glucokinase
KAAOPJAA_10578	CDS	579	gmhA_3	5.3.1.28	COG0279	Phosphoheptose isomerase
KAAOPJAA_10579	CDS	1602				hypothetical protein
KAAOPJAA_10580	CDS	1128				hypothetical protein
KAAOPJAA_10581	CDS	2100				hypothetical protein
KAAOPJAA_10582	CDS	3510				hypothetical protein
KAAOPJAA_10583	CDS	1749				hypothetical protein
KAAOPJAA_10584	CDS	3240				TonB-dependent receptor P3
KAAOPJAA_10585	CDS	1839				hypothetical protein
KAAOPJAA_10586	CDS	3027				TonB-dependent receptor P3
KAAOPJAA_10587	CDS	1773				hypothetical protein
KAAOPJAA_10588	CDS	1071				hypothetical protein
KAAOPJAA_10589	CDS	438				hypothetical protein
KAAOPJAA_10590	CDS	4041	rcsC_28	2.7.13.3		Sensor histidine kinase RcsC
KAAOPJAA_10591	CDS	1692		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
KAAOPJAA_10592	CDS	3195				TonB-dependent receptor P3
KAAOPJAA_10593	CDS	1773				SusD-like protein P2
KAAOPJAA_10594	CDS	1077				hypothetical protein
KAAOPJAA_10595	CDS	948	dusC_2	1.3.1.-		tRNA-dihydrouridine(16) synthase
KAAOPJAA_10596	CDS	1269				hypothetical protein
KAAOPJAA_10597	CDS	3075	chonabc_2	4.2.2.21		Chondroitin sulfate ABC exolyase
KAAOPJAA_10598	CDS	525				hypothetical protein
KAAOPJAA_10599	CDS	1806				hypothetical protein
KAAOPJAA_10600	CDS	1053				hypothetical protein
KAAOPJAA_10601	CDS	1476				hypothetical protein
KAAOPJAA_10602	CDS	438				hypothetical protein
KAAOPJAA_10603	CDS	1611				hypothetical protein
KAAOPJAA_10604	CDS	855				hypothetical protein
KAAOPJAA_10605	CDS	1290				hypothetical protein
KAAOPJAA_10606	CDS	765	dapB_4	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
KAAOPJAA_10607	CDS	1485				hypothetical protein
KAAOPJAA_10608	CDS	942				hypothetical protein
KAAOPJAA_10609	CDS	669				hypothetical protein
KAAOPJAA_10610	CDS	615				hypothetical protein
KAAOPJAA_10611	CDS	465				hypothetical protein
KAAOPJAA_10612	CDS	705				hypothetical protein
KAAOPJAA_10613	CDS	516	nadX_1	1.4.1.21		L-aspartate dehydrogenase
KAAOPJAA_10614	CDS	1560				hypothetical protein
KAAOPJAA_10615	CDS	1101				hypothetical protein
KAAOPJAA_10616	CDS	1221		3.4.24.-	COG0612	putative zinc protease
KAAOPJAA_10617	CDS	534		3.2.2.-	COG1611	Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase
KAAOPJAA_10618	CDS	606	kdsD_2	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
KAAOPJAA_10619	CDS	921	scrK_3	2.7.1.4	COG0524	Fructokinase
KAAOPJAA_10620	CDS	342				hypothetical protein
KAAOPJAA_10621	CDS	1932	deaD_2	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
KAAOPJAA_10622	CDS	4071	rcsC_29	2.7.13.3		Sensor histidine kinase RcsC
KAAOPJAA_10623	CDS	156				hypothetical protein
KAAOPJAA_10624	CDS	3138				TonB-dependent receptor P26
KAAOPJAA_10625	CDS	1620				SusD-like protein P2
KAAOPJAA_10626	CDS	1824				hypothetical protein
KAAOPJAA_10627	CDS	1140				hypothetical protein
KAAOPJAA_10628	CDS	1179				hypothetical protein
KAAOPJAA_10629	CDS	1470				hypothetical protein
KAAOPJAA_10630	CDS	2142	dpp7_3	3.4.14.-		Dipeptidyl-peptidase 7
KAAOPJAA_10631	CDS	1356				hypothetical protein
KAAOPJAA_10632	CDS	1497				hypothetical protein
KAAOPJAA_10633	CDS	465				hypothetical protein
KAAOPJAA_10634	CDS	1035	ruvB_4	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
KAAOPJAA_10635	CDS	1233				hypothetical protein
KAAOPJAA_10636	CDS	387	ybeY_4	3.1.-.-	COG0319	Endoribonuclease YbeY
KAAOPJAA_10637	CDS	1407				hypothetical protein
KAAOPJAA_10638	CDS	207				hypothetical protein
KAAOPJAA_10639	CDS	216				hypothetical protein
KAAOPJAA_10640	CDS	501				hypothetical protein
KAAOPJAA_10641	CDS	219				hypothetical protein
KAAOPJAA_10642	CDS	1887	mnmG_3		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
KAAOPJAA_10643	CDS	531	apt_2	2.4.2.7		Adenine phosphoribosyltransferase
KAAOPJAA_10644	CDS	1905	uvrC_4		COG0322	UvrABC system protein C
KAAOPJAA_10645	CDS	453	dtd_4	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
KAAOPJAA_10646	CDS	339	ypjD_1		COG1694	putative protein YpjD
KAAOPJAA_10647	CDS	903	deoC_3	4.1.2.4		Deoxyribose-phosphate aldolase
KAAOPJAA_10648	CDS	975	sdsA	2.5.1.84		All-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific)
KAAOPJAA_10649	CDS	2850	polA_3	2.7.7.7	COG0258	DNA polymerase I
KAAOPJAA_10650	CDS	396				hypothetical protein
KAAOPJAA_10651	CDS	780	cheB_4	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
KAAOPJAA_10652	CDS	2034				hypothetical protein
KAAOPJAA_10653	CDS	906				hypothetical protein
KAAOPJAA_10654	CDS	1503	rlmL_5	2.1.1.264		Ribosomal RNA large subunit methyltransferase K/L
KAAOPJAA_10655	CDS	525				hypothetical protein
KAAOPJAA_10656	CDS	2199	ptpA_2	3.4.14.12	COG1506	Prolyl tripeptidyl peptidase
KAAOPJAA_10657	CDS	1275	purD_4	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
KAAOPJAA_10658	CDS	1011				hypothetical protein
KAAOPJAA_10659	CDS	423	yqaA_1		COG1238	Inner membrane protein YqaA
KAAOPJAA_10660	CDS	750	mnmC_2		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
KAAOPJAA_10661	CDS	930	znuA_2		COG0803	High-affinity zinc uptake system binding-protein ZnuA
KAAOPJAA_10662	CDS	837	mntB_3		COG1121	Manganese transport system ATP-binding protein MntB
KAAOPJAA_10663	CDS	537				hypothetical protein
KAAOPJAA_10664	CDS	1560				hypothetical protein
KAAOPJAA_10665	CDS	702				hypothetical protein
KAAOPJAA_10666	CDS	3567				hypothetical protein
KAAOPJAA_10667	CDS	615	pgdA_1	3.5.1.104	COG0726	Peptidoglycan-N-acetylglucosamine deacetylase
KAAOPJAA_10668	CDS	3330				hypothetical protein
KAAOPJAA_10669	CDS	1575				hypothetical protein
KAAOPJAA_10670	CDS	879				hypothetical protein
KAAOPJAA_10671	CDS	1224				hypothetical protein
KAAOPJAA_10672	CDS	1005				hypothetical protein
KAAOPJAA_10673	CDS	1242				hypothetical protein
KAAOPJAA_10674	CDS	804	kduD_2	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
KAAOPJAA_10675	CDS	843	kduI_3	5.3.1.17		4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
KAAOPJAA_10676	tRNA	72				tRNA-Gln(ttg)
KAAOPJAA_10677	CDS	1293	tyrS_4	6.1.1.1		Tyrosine--tRNA ligase
KAAOPJAA_10678	CDS	783	dtd3_5	3.1.1.96		D-aminoacyl-tRNA deacylase
KAAOPJAA_10679	CDS	330	rnpA_3	3.1.26.5		Ribonuclease P protein component
KAAOPJAA_10680	CDS	747				hypothetical protein
KAAOPJAA_10681	CDS	834				hypothetical protein
KAAOPJAA_10682	CDS	594		3.2.2.-	COG1611	Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase
KAAOPJAA_10683	CDS	1293	metK_4	2.5.1.6		S-adenosylmethionine synthase
KAAOPJAA_10684	CDS	186				hypothetical protein
KAAOPJAA_10685	CDS	477	sulD_3		COG0801	Bifunctional folate synthesis protein
KAAOPJAA_10686	CDS	1059	queA_4	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
KAAOPJAA_10687	CDS	723	truB_4	5.4.99.25	COG0130	tRNA pseudouridine synthase B
KAAOPJAA_10688	CDS	792	uppP_4	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
KAAOPJAA_10689	CDS	240				hypothetical protein
KAAOPJAA_10690	CDS	882				hypothetical protein
KAAOPJAA_10691	CDS	900	COQ3_2	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
KAAOPJAA_10692	CDS	405				hypothetical protein
KAAOPJAA_10693	CDS	411				hypothetical protein
KAAOPJAA_10694	CDS	171				hypothetical protein
KAAOPJAA_10695	CDS	1563				IS66 family transposase ISBthe5
KAAOPJAA_10696	CDS	2499				hypothetical protein
KAAOPJAA_10697	CDS	102				hypothetical protein
KAAOPJAA_10698	CDS	525				hypothetical protein
KAAOPJAA_10699	CDS	519				hypothetical protein
KAAOPJAA_10700	CDS	870				hypothetical protein
KAAOPJAA_10701	CDS	432				hypothetical protein
KAAOPJAA_10702	CDS	714				hypothetical protein
KAAOPJAA_10703	CDS	1374	miaB_4	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
KAAOPJAA_10704	CDS	447				hypothetical protein
KAAOPJAA_10705	CDS	1500	scpC_2	2.8.3.-	COG0427	Propionyl-CoA:succinate CoA transferase
KAAOPJAA_10706	CDS	1419	dacC_2	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacC
KAAOPJAA_10707	CDS	1344		1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
KAAOPJAA_10708	CDS	441				hypothetical protein
KAAOPJAA_10709	CDS	1572	nadB_2	1.4.3.16	COG0029	L-aspartate oxidase
KAAOPJAA_10710	CDS	1059		2.4.1.281		4-O-beta-D-mannosyl-D-glucose phosphorylase
KAAOPJAA_10711	CDS	1263				hypothetical protein
KAAOPJAA_10712	CDS	1734				hypothetical protein
KAAOPJAA_10713	CDS	3069				TonB-dependent receptor P3
KAAOPJAA_10714	CDS	1554				SusD-like protein P2
KAAOPJAA_10715	CDS	1704				hypothetical protein
KAAOPJAA_10716	CDS	3954	rcsC_30	2.7.13.3		Sensor histidine kinase RcsC
KAAOPJAA_10717	CDS	399				hypothetical protein
KAAOPJAA_10718	CDS	579	rbr_3		COG1592	Rubrerythrin
KAAOPJAA_10719	CDS	1680	dauA_2		COG0659	C4-dicarboxylic acid transporter DauA
KAAOPJAA_10720	CDS	1758				hypothetical protein
KAAOPJAA_10721	CDS	1341				hypothetical protein
KAAOPJAA_10722	CDS	1875	rcsC_31	2.7.13.3		Sensor histidine kinase RcsC
KAAOPJAA_10723	CDS	468	rhaS_13			HTH-type transcriptional activator RhaS
KAAOPJAA_10724	CDS	1278				hypothetical protein
KAAOPJAA_10725	CDS	774				hypothetical protein
KAAOPJAA_10726	CDS	2112				hypothetical protein
KAAOPJAA_10727	CDS	2349				hypothetical protein
KAAOPJAA_10728	CDS	1647				hypothetical protein
KAAOPJAA_10729	CDS	690				hypothetical protein
KAAOPJAA_10730	CDS	1488				hypothetical protein
KAAOPJAA_10731	CDS	3357				TonB-dependent receptor P39
KAAOPJAA_10732	CDS	1176				hypothetical protein
KAAOPJAA_10733	CDS	510				hypothetical protein
KAAOPJAA_10734	CDS	2049				hypothetical protein
KAAOPJAA_10735	CDS	519				hypothetical protein
KAAOPJAA_10736	CDS	204				hypothetical protein
KAAOPJAA_10737	CDS	531	trmH_2	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
KAAOPJAA_10738	CDS	939	nadA_2	2.5.1.72	COG0379	Quinolinate synthase A
KAAOPJAA_10739	CDS	843	pal_3			Peptidoglycan-associated lipoprotein
KAAOPJAA_10740	CDS	615		3.6.1.66		dITP/XTP pyrophosphatase
KAAOPJAA_10741	CDS	918				hypothetical protein
KAAOPJAA_10742	CDS	2835	leuS_4	6.1.1.4		Leucine--tRNA ligase
KAAOPJAA_10743	CDS	2571		3.2.1.40		Alpha-L-rhamnosidase
KAAOPJAA_10744	CDS	1752				hypothetical protein
KAAOPJAA_10745	CDS	876	eamA		COG0697	putative amino-acid metabolite efflux pump
KAAOPJAA_10746	CDS	243				hypothetical protein
KAAOPJAA_10747	CDS	387				hypothetical protein
KAAOPJAA_10748	CDS	2592				hypothetical protein
KAAOPJAA_10749	CDS	2499				hypothetical protein
KAAOPJAA_10750	CDS	1287				hypothetical protein
KAAOPJAA_10751	CDS	207				hypothetical protein
KAAOPJAA_10752	CDS	1386				hypothetical protein
KAAOPJAA_10753	CDS	3318				hypothetical protein
KAAOPJAA_10754	CDS	2619	mutS_5		COG0249	DNA mismatch repair protein MutS
KAAOPJAA_10755	CDS	867	lgt_4	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
KAAOPJAA_10756	CDS	918				hypothetical protein
KAAOPJAA_10757	CDS	1104	ychF_4		COG0012	Ribosome-binding ATPase YchF
KAAOPJAA_10758	CDS	1143	araJ_2		COG2814	Putative transporter AraJ
KAAOPJAA_10759	CDS	273				hypothetical protein
KAAOPJAA_10760	CDS	1527		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
KAAOPJAA_10761	CDS	1632				hypothetical protein
KAAOPJAA_10762	CDS	405				hypothetical protein
KAAOPJAA_10763	CDS	1566				hypothetical protein
KAAOPJAA_10764	CDS	930				hypothetical protein
KAAOPJAA_10765	CDS	3195	susC_3			TonB-dependent receptor SusC
KAAOPJAA_10766	CDS	1911				hypothetical protein
KAAOPJAA_10767	CDS	3084				TonB-dependent receptor P39
KAAOPJAA_10768	CDS	1833				hypothetical protein
KAAOPJAA_10769	CDS	903				hypothetical protein
KAAOPJAA_10770	CDS	1152				ISAs1 family transposase ISBf9
KAAOPJAA_10771	CDS	4011	rcsC_32	2.7.13.3		Sensor histidine kinase RcsC
KAAOPJAA_10772	CDS	1131				hypothetical protein
KAAOPJAA_10773	CDS	1554		3.1.6.1	COG3119	Arylsulfatase
KAAOPJAA_10774	CDS	1188				hypothetical protein
KAAOPJAA_10775	CDS	1668	atsA_6	3.1.6.1	COG3119	Arylsulfatase
KAAOPJAA_10776	CDS	459				hypothetical protein
KAAOPJAA_10777	CDS	294				hypothetical protein
KAAOPJAA_10778	CDS	1728				hypothetical protein
KAAOPJAA_10779	CDS	1650				hypothetical protein
KAAOPJAA_10780	CDS	3159				TonB-dependent receptor P3
KAAOPJAA_10781	CDS	1491				SusD-like protein P2
KAAOPJAA_10782	CDS	1518				hypothetical protein
KAAOPJAA_10783	CDS	1779				hypothetical protein
KAAOPJAA_10784	CDS	2508		2.4.1.161	COG1501	Oligosaccharide 4-alpha-D-glucosyltransferase
KAAOPJAA_10785	CDS	258				hypothetical protein
KAAOPJAA_10786	CDS	147				hypothetical protein
KAAOPJAA_10787	CDS	1293				ISAs1 family transposase ISBthe4
KAAOPJAA_10788	CDS	801	aes_1	3.1.1.-		Acetyl esterase
KAAOPJAA_10789	CDS	342				hypothetical protein
KAAOPJAA_10790	CDS	948	cysK1_3	2.5.1.47	COG0031	O-acetylserine sulfhydrylase
KAAOPJAA_10791	CDS	2295		3.2.1.21	COG1472	Beta-glucosidase BoGH3B
KAAOPJAA_10792	CDS	1263				hypothetical protein
KAAOPJAA_10793	CDS	1677				hypothetical protein
KAAOPJAA_10794	CDS	3183	susC_4			TonB-dependent receptor SusC
KAAOPJAA_10795	CDS	819	bglA_3	3.2.1.73		Beta-glucanase
KAAOPJAA_10796	CDS	3963	rcsC_33	2.7.13.3		Sensor histidine kinase RcsC
KAAOPJAA_10797	CDS	480				hypothetical protein
KAAOPJAA_10798	CDS	2157	rnr_3	3.1.13.1	COG0557	Ribonuclease R
KAAOPJAA_10799	CDS	1008	rfbB_3	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
KAAOPJAA_10800	CDS	966				hypothetical protein
KAAOPJAA_10801	CDS	996	dusB_2	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
KAAOPJAA_10802	CDS	1290				hypothetical protein
KAAOPJAA_10803	CDS	402		3.1.-.-	COG0824	Putative esterase
KAAOPJAA_10804	CDS	1125				hypothetical protein
KAAOPJAA_10805	CDS	1752				hypothetical protein
KAAOPJAA_10806	CDS	312				hypothetical protein
KAAOPJAA_10807	CDS	1779				hypothetical protein
KAAOPJAA_10808	CDS	756	frdB_2	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
KAAOPJAA_10809	CDS	1980	frdA_2	1.3.5.4		Fumarate reductase flavoprotein subunit
KAAOPJAA_10810	CDS	666				hypothetical protein
KAAOPJAA_10811	CDS	870				hypothetical protein
KAAOPJAA_10812	CDS	960				hypothetical protein
KAAOPJAA_10813	CDS	4119	rcsC_34	2.7.13.3		Sensor histidine kinase RcsC
KAAOPJAA_10814	CDS	3132	susC_5			TonB-dependent receptor SusC
KAAOPJAA_10815	CDS	1851				hypothetical protein
KAAOPJAA_10816	CDS	648				hypothetical protein
KAAOPJAA_10817	CDS	1008				hypothetical protein
KAAOPJAA_10818	CDS	1587				hypothetical protein
KAAOPJAA_10819	CDS	639				hypothetical protein
KAAOPJAA_10820	CDS	1584				hypothetical protein
KAAOPJAA_10821	CDS	456	coaD_4	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
KAAOPJAA_10822	CDS	1878	gyrB_8	5.6.2.2	COG0187	DNA gyrase subunit B
KAAOPJAA_10823	CDS	1137	yghO_1			Protein YghO
KAAOPJAA_10824	CDS	993	yrbG_2		COG0530	Inner membrane protein YrbG
KAAOPJAA_10825	CDS	1209				hypothetical protein
KAAOPJAA_10826	CDS	786	ddpX_1	3.4.13.22		D-alanyl-D-alanine dipeptidase
KAAOPJAA_10827	CDS	582				hypothetical protein
KAAOPJAA_10828	CDS	234				hypothetical protein
KAAOPJAA_10829	CDS	870				hypothetical protein
KAAOPJAA_10830	CDS	504	ecfG_3			ECF RNA polymerase sigma factor EcfG
KAAOPJAA_10831	CDS	777	ycsE_2	3.1.3.104		5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YcsE
KAAOPJAA_10832	tRNA	75				tRNA-Met(cat)
KAAOPJAA_10833	CDS	312				hypothetical protein
KAAOPJAA_10834	CDS	465	asnC_1		COG1522	Regulatory protein AsnC
KAAOPJAA_10835	CDS	879				hypothetical protein
KAAOPJAA_10836	CDS	585	fklB_2	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
KAAOPJAA_10837	CDS	699	cobB_3	2.3.1.286	COG0846	NAD-dependent protein deacylase
KAAOPJAA_10838	CDS	228				hypothetical protein
KAAOPJAA_10839	CDS	750		2.4.1.-		PGL/p-HBAD biosynthesis glycosyltransferase
KAAOPJAA_10840	CDS	1266	mshA_14	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
KAAOPJAA_10841	CDS	1119				hypothetical protein
KAAOPJAA_10842	CDS	1023				hypothetical protein
KAAOPJAA_10843	CDS	864				hypothetical protein
KAAOPJAA_10844	CDS	1053				hypothetical protein
KAAOPJAA_10845	CDS	1455				hypothetical protein
KAAOPJAA_10846	CDS	2040	metG_4	6.1.1.10	COG0073	Methionine--tRNA ligase
KAAOPJAA_10847	CDS	2034				hypothetical protein
KAAOPJAA_10848	CDS	234				hypothetical protein
KAAOPJAA_10849	CDS	2061	pat_2	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase Pat
KAAOPJAA_10850	CDS	4017	rcsC_35	2.7.13.3		Sensor histidine kinase RcsC
KAAOPJAA_10851	CDS	1008	abnA	3.2.1.99	COG3507	Extracellular endo-alpha-(1->5)-L-arabinanase 1
KAAOPJAA_10852	CDS	1296	iolG_19	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
KAAOPJAA_10853	CDS	246				hypothetical protein
KAAOPJAA_10854	CDS	1419	iolG_20	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
KAAOPJAA_10855	CDS	1356				hypothetical protein
KAAOPJAA_10856	CDS	816	apbE_4	2.7.1.180	COG1477	FAD:protein FMN transferase
KAAOPJAA_10857	CDS	3279				TonB-dependent receptor P39
KAAOPJAA_10858	CDS	2043				hypothetical protein
KAAOPJAA_10859	CDS	2955				hypothetical protein
KAAOPJAA_10860	CDS	1779				hypothetical protein
KAAOPJAA_10861	CDS	1119	yteR_2	3.2.1.172	COG4225	Unsaturated rhamnogalacturonyl hydrolase YteR
KAAOPJAA_10862	CDS	957				hypothetical protein
KAAOPJAA_10863	CDS	1074				hypothetical protein
KAAOPJAA_10864	CDS	1896				hypothetical protein
KAAOPJAA_10865	CDS	1434				hypothetical protein
KAAOPJAA_10866	CDS	3081				TonB-dependent receptor P26
KAAOPJAA_10867	CDS	2079				hypothetical protein
KAAOPJAA_10868	CDS	1068				hypothetical protein
KAAOPJAA_10869	CDS	1872				hypothetical protein
KAAOPJAA_10870	CDS	1731				hypothetical protein
KAAOPJAA_10871	CDS	2712	csxA_2	3.2.1.165	COG3250	Exo-beta-D-glucosaminidase
KAAOPJAA_10872	CDS	1161				hypothetical protein
KAAOPJAA_10873	CDS	1104	yteR_3	3.2.1.172	COG4225	Unsaturated rhamnogalacturonyl hydrolase YteR
KAAOPJAA_10874	CDS	2034				hypothetical protein
KAAOPJAA_10875	CDS	1392	thi4_1	2.4.2.59		Thiamine thiazole synthase
KAAOPJAA_10876	CDS	2724				hypothetical protein
KAAOPJAA_10877	CDS	1590		3.1.6.-		Ulvan-active sulfatase
KAAOPJAA_10878	CDS	213				hypothetical protein
KAAOPJAA_10879	CDS	1887				hypothetical protein
KAAOPJAA_10880	CDS	1398				hypothetical protein
KAAOPJAA_10881	CDS	3162				TonB-dependent receptor P3
KAAOPJAA_10882	CDS	2097				hypothetical protein
KAAOPJAA_10883	CDS	999				hypothetical protein
KAAOPJAA_10884	CDS	1320				hypothetical protein
KAAOPJAA_10885	CDS	1548				hypothetical protein
KAAOPJAA_10886	CDS	1659				hypothetical protein
KAAOPJAA_10887	CDS	1554	rcsD_1	2.7.2.-		Phosphotransferase RcsD
KAAOPJAA_10888	CDS	1539	comM_4		COG0606	Competence protein ComM
KAAOPJAA_10889	CDS	1071	resA_20			Thiol-disulfide oxidoreductase ResA
KAAOPJAA_10890	CDS	1695				hypothetical protein
KAAOPJAA_10891	CDS	960	xerD_13			Tyrosine recombinase XerD
KAAOPJAA_10892	CDS	420	aroQ_2	4.2.1.10	COG0757	3-dehydroquinate dehydratase
KAAOPJAA_10893	CDS	1458	pyk_4	2.7.1.40		Pyruvate kinase
KAAOPJAA_10894	CDS	657	trmR_1	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
KAAOPJAA_10895	CDS	333	rbfA_4			Ribosome-binding factor A
KAAOPJAA_10896	CDS	1227	lolE_2		COG4591	Lipoprotein-releasing system transmembrane protein LolE
KAAOPJAA_10897	CDS	1206				hypothetical protein
KAAOPJAA_10898	CDS	93				hypothetical protein
KAAOPJAA_10899	CDS	1011	korB_3	1.2.7.3	COG1013	2-oxoglutarate oxidoreductase subunit KorB
KAAOPJAA_10900	CDS	1851	korA_2	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
KAAOPJAA_10901	tRNA	73				tRNA-Arg(cct)
KAAOPJAA_10902	CDS	1323				hypothetical protein
KAAOPJAA_10903	CDS	708				hypothetical protein
KAAOPJAA_10904	CDS	243				hypothetical protein
KAAOPJAA_10905	CDS	261				hypothetical protein
KAAOPJAA_10906	CDS	201				hypothetical protein
KAAOPJAA_10907	CDS	444				hypothetical protein
KAAOPJAA_10908	CDS	246				hypothetical protein
KAAOPJAA_10909	CDS	552				hypothetical protein
KAAOPJAA_10910	CDS	213				hypothetical protein
KAAOPJAA_10911	CDS	285				hypothetical protein
KAAOPJAA_10912	CDS	1962				hypothetical protein
KAAOPJAA_10913	CDS	939	recT		COG3723	Protein RecT
KAAOPJAA_10914	CDS	729				hypothetical protein
KAAOPJAA_10915	CDS	432				hypothetical protein
KAAOPJAA_10916	CDS	162				hypothetical protein
KAAOPJAA_10917	CDS	582				hypothetical protein
KAAOPJAA_10918	CDS	435				hypothetical protein
KAAOPJAA_10919	CDS	759				hypothetical protein
KAAOPJAA_10920	CDS	789				hypothetical protein
KAAOPJAA_10921	CDS	546				hypothetical protein
KAAOPJAA_10922	CDS	264				hypothetical protein
KAAOPJAA_10923	CDS	471				hypothetical protein
KAAOPJAA_10924	CDS	816	noc_17			Nucleoid occlusion protein
KAAOPJAA_10925	CDS	162				hypothetical protein
KAAOPJAA_10926	CDS	177				hypothetical protein
KAAOPJAA_10927	CDS	1008	rlmN_5	2.1.1.192		Dual-specificity RNA methyltransferase RlmN
KAAOPJAA_10928	CDS	258				hypothetical protein
KAAOPJAA_10929	CDS	417				hypothetical protein
KAAOPJAA_10930	CDS	441				hypothetical protein
KAAOPJAA_10931	CDS	438				hypothetical protein
KAAOPJAA_10932	CDS	1116				hypothetical protein
KAAOPJAA_10933	CDS	606				hypothetical protein
KAAOPJAA_10934	CDS	264				hypothetical protein
KAAOPJAA_10935	CDS	477				hypothetical protein
KAAOPJAA_10936	CDS	1431				hypothetical protein
KAAOPJAA_10937	CDS	1425				hypothetical protein
KAAOPJAA_10938	CDS	330				hypothetical protein
KAAOPJAA_10939	CDS	2610				hypothetical protein
KAAOPJAA_10940	CDS	324				hypothetical protein
KAAOPJAA_10941	CDS	774	draG	3.2.2.24	COG1397	ADP-ribosyl-[dinitrogen reductase] glycohydrolase
KAAOPJAA_10942	CDS	276				hypothetical protein
KAAOPJAA_10943	CDS	252				hypothetical protein
KAAOPJAA_10944	CDS	330				hypothetical protein
KAAOPJAA_10945	CDS	285				hypothetical protein
KAAOPJAA_10946	CDS	255				hypothetical protein
KAAOPJAA_10947	CDS	186				hypothetical protein
KAAOPJAA_10948	CDS	234				hypothetical protein
KAAOPJAA_10949	CDS	258				hypothetical protein
KAAOPJAA_10950	CDS	606				hypothetical protein
KAAOPJAA_10951	CDS	429				hypothetical protein
KAAOPJAA_10952	CDS	276				hypothetical protein
KAAOPJAA_10953	CDS	195				hypothetical protein
KAAOPJAA_10954	CDS	213				hypothetical protein
KAAOPJAA_10955	CDS	180				hypothetical protein
KAAOPJAA_10956	CDS	180				hypothetical protein
KAAOPJAA_10957	CDS	366				hypothetical protein
